Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2011,23.841059602649,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2010,23.5294117647059,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2009,23.5294117647059,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2008,20.9150326797386,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2007,20.9150326797386,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2006,21.7105263157895,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2005,21.7105263157895,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2004,21.7105263157895,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2002,20.5298013245033,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2001,20.5298013245033,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,2000,20.5298013245033,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,1999,7.8740157480315,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,1998,7.8740157480315,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Croatia,HRV,1997,7.8740157480315,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2022,53.4129692832764,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2021,53.4129692832764,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2020,53.2231404958678,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2019,53.2231404958678,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2018,53.2231404958678,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2017,48.8562091503268,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2016,48.8562091503268,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2015,48.8562091503268,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2014,48.8562091503268,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2013,48.8562091503268,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2012,45.221843003413,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2011,45.221843003413,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2010,43.1596091205212,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2009,43.1596091205212,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2008,43.1596091205212,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2007,35.9605911330049,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2006,35.9605911330049,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2005,35.9605911330049,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2004,35.9605911330049,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2003,35.9605911330049,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2002,27.6206322795341,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2001,27.6206322795341,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,2000,27.6206322795341,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,1999,27.6206322795341,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,1998,27.6206322795341,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cuba,CUB,1997,22.7504244482173,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2022,14.2857142857143,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2021,14.2857142857143,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2020,19.6428571428571,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2019,17.8571428571429,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2018,17.8571428571429,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2017,17.8571428571429,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2016,17.8571428571429,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2015,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2014,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2013,10.7142857142857,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2012,10.7142857142857,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2011,10.7142857142857,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2010,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2009,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2008,14.2857142857143,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2007,14.2857142857143,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2006,14.2857142857143,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2005,16.0714285714286,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2004,16.0714285714286,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2003,10.7142857142857,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2002,10.7142857142857,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2001,10.7142857142857,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,2000,7.14285714285714,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,1999,5.35714285714286,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,1998,5.35714285714286,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Cyprus,CYP,1997,5.35714285714286,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2022,25.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2021,25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2020,22.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2019,22.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2018,22,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2017,22,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2016,20,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2015,20,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2014,19.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2013,19.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2012,22,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2011,22,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2010,22,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2009,15.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2008,15.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2007,15.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2006,15.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2005,17,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2004,17,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2003,17,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2002,17,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2001,15,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,2000,15,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,1999,15,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,1998,15,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Czechia,CZE,1997,15,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2022,43.5754189944134,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2021,39.6648044692737,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2020,39.6648044692737,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2019,39.1061452513966,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2018,37.4301675977654,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2017,37.4301675977654,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2016,37.4301675977654,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2015,37.4301675977654,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2014,39.1061452513966,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2013,39.1061452513966,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2012,39.1061452513966,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2011,39.1061452513966,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2010,37.9888268156425,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2009,37.9888268156425,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2008,37.9888268156425,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2007,37.9888268156425,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2006,36.8715083798883,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2005,36.8715083798883,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2004,37.9888268156425,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2003,37.9888268156425,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2002,37.9888268156425,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,2000,37.4301675977654,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,1999,37.4301675977654,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,1998,37.4301675977654,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Denmark,DNK,1997,32.9608938547486,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2022,26.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2021,26.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2020,26.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2019,26.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2018,26.1538461538462,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2017,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2016,12.7272727272727,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2015,12.7272727272727,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2014,12.7272727272727,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2013,12.7272727272727,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2012,13.8461538461538,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2011,13.8461538461538,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2010,13.8461538461538,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2009,13.8461538461538,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2008,13.8461538461538,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2007,13.8461538461538,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2006,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2005,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2004,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2003,10.7692307692308,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2002,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2001,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,2000,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,1999,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Djibouti,DJI,1998,0,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2022,34.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2021,34.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2020,34.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2019,25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2018,25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2017,25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2016,21.875,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2015,21.875,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2014,12.9032258064516,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2013,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2012,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2011,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2010,12.5,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2009,14.2857142857143,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2008,18.75,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2007,16.1290322580645,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2006,12.9032258064516,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2005,12.9032258064516,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2004,19.3548387096774,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2003,18.75,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2002,18.75,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,2001,18.75,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,1999,9.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,1998,9.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominica,DMA,1997,9.375,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2022,27.8947368421053,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2021,27.8947368421053,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2020,27.8947368421053,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2019,26.8421052631579,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2018,26.8421052631579,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2017,26.8421052631579,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2016,26.8421052631579,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2015,20.7650273224044,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2014,20.7650273224044,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2013,20.7650273224044,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2012,20.7650273224044,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2011,20.7650273224044,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2010,20.7650273224044,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2009,19.6629213483146,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2008,19.6629213483146,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2007,19.6629213483146,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2006,19.6629213483146,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2005,17.3333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2004,17.3333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2003,17.3333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2002,17.3333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2001,16.1073825503356,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,2000,16.1073825503356,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,1999,16.1073825503356,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,1998,16.1073825503356,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Dominican Republic,DOM,1997,11.6666666666667,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2022,38.6861313868613,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2021,39.4160583941606,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2020,39.4160583941606,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2019,37.956204379562,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2018,37.956204379562,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2017,37.956204379562,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2016,41.6058394160584,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2015,41.6058394160584,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2014,41.6058394160584,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2013,38.6861313868613,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2012,32.258064516129,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2011,32.258064516129,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2010,32.258064516129,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2009,32.258064516129,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2008,25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2007,25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2006,25,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2005,16,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2004,16,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2003,16,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2001,14.6341463414634,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,2000,14.6341463414634,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,1999,17.3553719008264,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,1998,17.3553719008264,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,Ecuador,ECU,1997,3.65853658536585,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2022,27.580372250423,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2021,27.7027027027027,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2020,27.4111675126904,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2019,14.9328859060403,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2018,14.9328859060403,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2017,14.9328859060403,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2016,14.9328859060403,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2012,1.96850393700787,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2011,1.96850393700787,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2010,12.6953125,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2009,1.76211453744493,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2008,1.80995475113122,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2007,1.80995475113122,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2006,2.03619909502262,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2005,1.98237885462555,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2004,2.86343612334802,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2003,2.42290748898678,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2002,2.42290748898678,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2001,2.42290748898678,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,2000,1.98237885462555,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,1999,1.98237885462555,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,1998,1.98237885462555,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,"Egypt, Arab Rep.",EGY,1997,1.98237885462555,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2022,27.3809523809524,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2021,27.3809523809524,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2020,33.3333333333333,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2019,30.952380952381,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2018,30.952380952381,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2017,32.1428571428571,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2016,32.1428571428571,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2015,32.1428571428571,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2014,27.3809523809524,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2013,26.1904761904762,
Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,El Salvador,SLV,2012,26.1904761904762,
